0.476,0.514,0.522,0.541,0.555,0.563,0.572,0.592,0.608,0.619,0.632,0.645,0.652,0.663,0.675,0.684,0.695,0.700,0.704,0.708,0.720
0.109,0.255,0.297,0.444,0.593,0.688,0.838,1.239,1.723,2.141,2.780,3.664,4.231,5.275,6.807,8.307,10.406,11.697,12.687,14.054,18.420
0.996,1.984,3.159,3.975,4.949
1.005,2.003,3.191,4.015,4.999
